Store_Date_Interval_ID,Store_ID,Date,Interval_ID,Daypart,Actual_Orders,Active_Pickers,Putaway_Pickers,Audit_Pickers,Picking_Pickers,Putaway_Units_Capacity,Audit_Hours_Capacity,Putaway_Worker_IDs,Audit_Worker_IDs,Picking_Worker_IDs,Orders_Per_Picking_Picker,Putaway_Units_Completed,Putaway_Backlog_Units,Audit_Hours_Completed,Audit_Backlog_Hours,Orders,Units,Revenue_INR,Average_Units_Per_Order,Average_Order_Value_INR,Average_Displayed_SLA_Min,Average_Total_Delivery_Min,SLA_Breaches,Average_Breach_Min,Average_Pick_Queue_Min,Average_Picking_Min,Average_Drop_Zone_Delay_Min,Average_Rider_Wait_For_Order_Min,Average_Ready_Order_Wait_Min,Average_Last_Mile_Min,Rider_Cost_INR,Active_Riders,Quality_Issue_Count,Orders_With_Quality_Issue,Missing_Item_Count,Wrong_Item_Count,Damaged_Item_Count,Wrong_Handoff_Count,Quality_Financial_Impact_INR,Dominant_Root_Cause,Dominant_Root_Cause_Count,Picker_Active_Minutes,Rider_Busy_Minutes,Busy_Riders,SLA_Breach_Rate,Quality_Issue_Rate,Rider_Cost_Per_Order_INR,Picker_Utilization,Rider_Utilization,Required_Riders_At_Target,Rider_Supply_Gap,Required_Pickers_At_Target,Picker_Supply_Gap,Recommended_Action
DS004_20260703_I25,DS004,2026-07-03,25,Lunch,81,9,0,0,9,0,0.0,,,P_DS004_032|P_DS004_035|P_DS004_002|P_DS004_008|P_DS004_011|P_DS004_014|P_DS004_020|P_DS004_023|P_DS004_029,9.0,0,100,0.0,38.0,81.0,428.0,100798.42,5.283950617283951,1244.424938271605,18.25925925925926,21.931564557201646,73.0,3.7812970234567898,0.0,1.3388384431463243,0.5806584362139917,0.0,9.6659933345679,9.465621660493827,3645.0,38,1.0,1.0,0.0,0.0,1.0,0.0,205.42,Rider Supply / Availability,73.0,107.92215478333333,1081.60225385,38,0.9012345679012346,0.012345679012345678,45.0,0.39971168438271604,0.9487739068859649,52,-14,6,3,Add or rebalance riders in this interval
DS004_20260708_I27,DS004,2026-07-08,27,Lunch,77,11,0,0,11,0,0.0,,,P_DS004_020|P_DS004_023|P_DS004_026|P_DS004_029|P_DS004_032|P_DS004_035|P_DS004_002|P_DS004_005|P_DS004_008|P_DS004_011|P_DS004_014,7.0,0,850,0.0,38.0,77.0,405.0,93725.45,5.259740259740259,1217.2136363636364,16.545454545454547,11.457527355194806,0.0,0.0,0.0,1.3539080881961483,0.6385281385281385,0.09204751515151516,1.1377122982683983,7.440149385064935,3080.0,34,2.0,2.0,2.0,0.0,0.0,0.0,320.32,No SLA Breach,0.0,105.18468263333334,936.9160062166667,34,0.0,0.025974025974025976,40.0,0.31874146252525254,0.9185451041339869,45,-11,6,5,Recover overdue put-away workload
DS005_20260710_I28,DS005,2026-07-10,28,Lunch,62,8,0,0,8,0,0.0,,,P_DS005_017|P_DS005_020|P_DS005_023|P_DS005_029|P_DS005_002|P_DS005_008|P_DS005_011|P_DS005_014,7.75,0,1600,0.0,38.0,62.0,300.0,60542.15,4.838709677419355,976.4862903225807,13.225806451612904,8.438349495698924,0.0,0.0,0.00036564596774193547,1.320392964020672,0.6787634408602151,1.9995220430107525,0.0,5.554956476075269,2170.0,34,3.0,3.0,1.0,1.0,1.0,0.0,1163.85,No SLA Breach,0.0,83.1344457,532.26199585,33,0.0,0.04838709677419355,35.0,0.34639352375,0.5218254861274509,26,8,4,4,Recover overdue put-away workload
DS005_20260702_I27,DS005,2026-07-02,27,Lunch,50,9,0,0,9,0,0.0,,,P_DS005_002|P_DS005_005|P_DS005_008|P_DS005_014|P_DS005_017|P_DS005_020|P_DS005_023|P_DS005_026|P_DS005_029,5.555555555555555,0,2350,0.0,38.0,50.0,220.0,47529.13,4.4,950.5826,13.08,8.032493102,0.0,0.0,0.0,1.1605693784868147,0.589,1.7495693700000001,0.0,5.438923724333333,1750.0,26,3.0,3.0,2.0,0.0,1.0,0.0,684.23,No SLA Breach,0.0,58.17548308333333,439.79286360000003,26,0.0,0.06,35.0,0.21546475216049382,0.5638370046153847,21,5,3,6,Recover overdue put-away workload
DS003_20260714_I23,DS003,2026-07-14,23,Lunch,43,7,0,0,7,0,0.0,,,P_DS003_011|P_DS003_014|P_DS003_017|P_DS003_029|P_DS003_032|P_DS003_005|P_DS003_008,6.142857142857143,0,100,0.0,38.0,43.0,209.0,46258.57,4.8604651162790695,1075.7806976744187,12.255813953488373,9.401833380620156,0.0,0.0,0.0,1.2946939042850922,0.6709302325581394,1.9656241294573642,0.0,6.45558908992248,1505.0,32,3.0,3.0,2.0,1.0,0.0,0.0,895.81,No SLA Breach,0.0,56.47722651666667,436.6084277333334,26,0.0,0.06976744186046512,35.0,0.2689391738888889,0.4548004455555556,21,11,3,4,Recover overdue put-away workload
DS002_20260705_I30,DS002,2026-07-05,30,Lunch,87,10,0,0,10,0,0.0,,,P_DS002_002|P_DS002_005|P_DS002_008|P_DS002_011|P_DS002_017|P_DS002_020|P_DS002_023|P_DS002_026|P_DS002_029|P_DS002_032,8.7,0,1600,0.0,38.0,87.0,415.0,91137.22,4.7701149425287355,1047.5542528735632,13.793103448275861,28.91824123467433,87.0,15.125137786398467,0.0,1.206053969823453,0.6162835249042146,0.0,19.682413157471263,6.441843064367816,2610.0,32,3.0,3.0,1.0,1.0,1.0,0.0,789.73,Rider Supply / Availability,87.0,105.5056536,876.3440321166667,32,1.0,0.034482758620689655,30.0,0.35168551200000003,0.9128583667881944,42,-10,6,4,Add or rebalance riders in this interval
DS005_20260714_I28,DS005,2026-07-14,28,Lunch,59,5,0,0,5,0,0.0,,,P_DS005_020|P_DS005_029|P_DS005_005|P_DS005_008|P_DS005_014,11.8,0,850,0.0,38.0,59.0,305.0,71096.13,5.169491525423729,1205.019152542373,14.813559322033898,9.109591086440677,0.0,0.0,0.0004109228813559305,1.2893958827000744,0.6799435028248587,1.9685944768361583,0.0,6.256224959039548,2360.0,31,4.0,4.0,3.0,1.0,0.0,0.0,1360.7,No SLA Breach,0.0,76.66439811666666,516.543374,31,0.0,0.06779661016949153,40.0,0.5110959874444444,0.5554229827956989,25,6,4,1,Recover overdue put-away workload
DS003_20260708_I27,DS003,2026-07-08,27,Lunch,82,10,0,0,10,0,0.0,,,P_DS003_026|P_DS003_029|P_DS003_032|P_DS003_002|P_DS003_005|P_DS003_008|P_DS003_011|P_DS003_014|P_DS003_020|P_DS003_023,8.2,0,1600,0.0,38.0,82.0,433.0,90933.68,5.280487804878049,1108.9473170731706,16.475609756097562,10.687206035772359,0.0,0.0,0.0,1.3956365382051117,0.5926829268292683,0.6044857085365853,0.5641563146341463,7.215827812601625,3280.0,34,1.0,1.0,0.0,1.0,0.0,0.0,707.66,No SLA Breach,0.0,116.98663141666667,888.72759625,34,0.0,0.012195121951219513,40.0,0.38995543805555555,0.8713015649509804,43,-9,6,4,Recover overdue put-away workload
DS005_20260713_I24,DS005,2026-07-13,24,Lunch,35,7,0,0,7,0,0.0,,,P_DS005_014|P_DS005_020|P_DS005_023|P_DS005_026|P_DS005_002|P_DS005_005|P_DS005_011,5.0,0,2350,0.0,38.5,35.0,188.0,41782.909999999996,5.371428571428571,1193.7974285714286,11.571428571428571,9.496351486190475,4.0,0.036299231904761954,0.0,1.4676792014170628,0.5885714285714285,2.0562506214285716,0.0,6.532005618571429,1225.0,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Store Not Ready for Rider,3.0,53.048494766666664,364.64336045,20,0.11428571428571428,0.0,35.0,0.2526118798412698,0.3574934906372549,18,16,3,4,Recover overdue put-away workload
DS004_20260711_I30,DS004,2026-07-11,30,Lunch,73,11,0,0,11,0,0.0,,,P_DS004_029|P_DS004_032|P_DS004_035|P_DS004_002|P_DS004_005|P_DS004_008|P_DS004_011|P_DS004_014|P_DS004_017|P_DS004_023|P_DS004_026,6.636363636363637,0,100,0.0,38.0,73.0,337.0,79331.19,4.616438356164384,1086.7286301369863,12.904109589041095,9.408429061415525,1.0,0.00196642420091323,0.0,1.1990312896361626,0.654337899543379,1.853369180365297,0.0,6.631772201369863,2190.0,38,1.0,1.0,0.0,1.0,0.0,0.0,158.44,Store Not Ready for Rider,1.0,86.62031243333334,791.1544813333334,38,0.0136986301369863,0.0136986301369863,30.0,0.26248579525252524,0.6939951590643275,38,0,5,6,Recover overdue put-away workload
